participant	content	token	lemma	tagged_token	tagged_lemma	file
1	so i i'm against abortion and you are too right	[so, i, i, am, against, abortion, and, you, are, too, right]	[so, i, i, be, against, abortion, and, you, be, too, right]	[(so, IN), (i, JJ), (i, VBP), (am, VBP), (against, IN), (abortion, NN), (and, CC), (you, PRP), (are, VBP), (too, RB), (right, JJ)]	[(so, IN), (i, JJ), (i, VBP), (be, VB), (against, IN), (abortion, NN), (and, CC), (you, PRP), (be, VB), (too, RB), (right, JJ)]	34_2-1-3.txt
0	yeah yeah i'm i'm against it dude yeah	[yeah, yeah, i, am, i, am, against, it, due, yeah]	[yeah, yeah, i, be, i, be, against, it, due, yeah]	[(yeah, NN), (yeah, NN), (i, NN), (am, VBP), (i, JJ), (am, VBP), (against, IN), (it, PRP), (due, JJ), (yeah, NN)]	[(yeah, NN), (yeah, NN), (i, NN), (be, VB), (i, JJ), (be, VB), (against, IN), (it, PRP), (due, JJ), (yeah, NN)]	34_2-1-3.txt
1	i mean the way i feel is that i mean even if you know under if this baby was you know conceived con like without consent yeah yeah unconsensually and even if that is the case i mean that baby that life inside you still has a right to live and if you really don't want it i mean you can still have it and put it up for adoption and don't even have to to kill it you know i mean it is unfortunate i mean it being it might be unfortunate but still i mean you should still be responsible for your for this life that you're carrying	[i, mean, the, way, i, feel, is, that, i, mean, even, if, you, know, under, if, this, baby, was, you, know, conceived, con, like, without, consent, yeah, yeah, unconsensually, and, even, if, that, is, the, case, i, mean, that, baby, that, life, inside, you, still, has, a, right, to, live, and, if, you, really, do, not, want, it, i, mean, you, can, still, have, it, and, put, it, up, for, adoption, and, do, not, even, have, to, to, kill, it, you, know, i, mean, it, is, unfortunate, i, mean, it, being, it, might, be, unfortunate, but, still, i, mean, you, ...]	[i, mean, the, way, i, feel, be, that, i, mean, even, if, you, know, under, if, this, baby, be, you, know, conceived, con, like, without, consent, yeah, yeah, unconsensually, and, even, if, that, be, the, case, i, mean, that, baby, that, life, inside, you, still, have, a, right, to, live, and, if, you, really, do, not, want, it, i, mean, you, can, still, have, it, and, put, it, up, for, adoption, and, do, not, even, have, to, to, kill, it, you, know, i, mean, it, be, unfortunate, i, mean, it, be, it, might, be, unfortunate, but, still, i, mean, you, ...]	[(i, JJ), (mean, VBP), (the, DT), (way, NN), (i, JJ), (feel, NN), (is, VBZ), (that, IN), (i, JJ), (mean, VBP), (even, RB), (if, IN), (you, PRP), (know, VBP), (under, IN), (if, IN), (this, DT), (baby, NN), (was, VBD), (you, PRP), (know, VBP), (conceived, JJ), (con, NN), (like, IN), (without, IN), (consent, NN), (yeah, NN), (yeah, NN), (unconsensually, RB), (and, CC), (even, RB), (if, IN), (that, DT), (is, VBZ), (the, DT), (case, NN), (i, JJ), (mean, VBP), (that, IN), (baby, NN), (that, IN), (life, NN), (inside, IN), (you, PRP), (still, RB), (has, VBZ), (a, DT), (right, JJ), (to, TO), (live, VB), (and, CC), (if, IN), (you, PRP), (really, RB), (do, VBP), (not, RB), (want, VB), (it, PRP), (i, JJ), (mean, VBP), (you, PRP), (can, MD), (still, RB), (have, VB), (it, PRP), (and, CC), (put, VBD), (it, PRP), (up, RP), (for, IN), (adoption, NN), (and, CC), (do, VBP), (not, RB), (even, RB), (have, VBP), (to, TO), (to, TO), (kill, VB), (it, PRP), (you, PRP), (know, VBP), (i, JJ), (mean, VBP), (it, PRP), (is, VBZ), (unfortunate, JJ), (i, JJ), (mean, VBP), (it, PRP), (being, VBG), (it, PRP), (might, MD), (be, VB), (unfortunate, JJ), (but, CC), (still, RB), (i, JJ), (mean, VBP), (you, PRP), ...]	[(i, JJ), (mean, VBP), (the, DT), (way, NN), (i, JJ), (feel, VBP), (be, VB), (that, IN), (i, JJ), (mean, VBP), (even, RB), (if, IN), (you, PRP), (know, VBP), (under, IN), (if, IN), (this, DT), (baby, NN), (be, VB), (you, PRP), (know, VBP), (conceived, JJ), (con, NN), (like, IN), (without, IN), (consent, NN), (yeah, NN), (yeah, NN), (unconsensually, RB), (and, CC), (even, RB), (if, IN), (that, DT), (be, VB), (the, DT), (case, NN), (i, JJ), (mean, VBP), (that, IN), (baby, NN), (that, IN), (life, NN), (inside, IN), (you, PRP), (still, RB), (have, VBP), (a, DT), (right, NN), (to, TO), (live, VB), (and, CC), (if, IN), (you, PRP), (really, RB), (do, VBP), (not, RB), (want, VB), (it, PRP), (i, JJ), (mean, VBP), (you, PRP), (can, MD), (still, RB), (have, VB), (it, PRP), (and, CC), (put, VBD), (it, PRP), (up, RP), (for, IN), (adoption, NN), (and, CC), (do, VBP), (not, RB), (even, RB), (have, VBP), (to, TO), (to, TO), (kill, VB), (it, PRP), (you, PRP), (know, VBP), (i, JJ), (mean, VBP), (it, PRP), (be, VB), (unfortunate, JJ), (i, JJ), (mean, VBP), (it, PRP), (be, VB), (it, PRP), (might, MD), (be, VB), (unfortunate, JJ), (but, CC), (still, RB), (i, JJ), (mean, VBP), (you, PRP), ...]	34_2-1-3.txt
0	right under bad circumstances unconsensually yeah yeah yeah but yeahthat's true man that's true man because that's stuff like that happens you know and like that's a part of you why would you want to like you know kill a part of you you know don't you like feel like that's a part of you that you're killing wouldn't you like feel guilty about that like you know so don't do you feel pretty strongly about this	[right, under, bad, circumstances, unconsensually, yeah, yeah, yeah, but, yeahthat, is, true, man, that, is, true, man, because, that, is, stuff, like, that, happens, you, know, and, like, that, is, a, part, of, you, why, would, you, want, to, like, you, know, kill, a, part, of, you, you, know, do, not, you, like, feel, like, that, is, a, part, of, you, that, you, are, killing, would, not, you, like, feel, guilty, about, that, like, you, know, so, do, not, do, you, feel, pretty, strongly, about, this]	[right, under, bad, circumstance, unconsensually, yeah, yeah, yeah, but, yeahthat, be, true, man, that, be, true, man, because, that, be, stuff, like, that, happen, you, know, and, like, that, be, a, part, of, you, why, would, you, want, to, like, you, know, kill, a, part, of, you, you, know, do, not, you, like, feel, like, that, be, a, part, of, you, that, you, be, kill, would, not, you, like, feel, guilty, about, that, like, you, know, so, do, not, do, you, feel, pretty, strongly, about, this]	[(right, JJ), (under, IN), (bad, JJ), (circumstances, NNS), (unconsensually, RB), (yeah, VBP), (yeah, UH), (yeah, NN), (but, CC), (yeahthat, WP), (is, VBZ), (true, JJ), (man, NN), (that, WDT), (is, VBZ), (true, JJ), (man, NN), (because, IN), (that, DT), (is, VBZ), (stuff, VBN), (like, IN), (that, DT), (happens, VBZ), (you, PRP), (know, VBP), (and, CC), (like, IN), (that, DT), (is, VBZ), (a, DT), (part, NN), (of, IN), (you, PRP), (why, WRB), (would, MD), (you, PRP), (want, VB), (to, TO), (like, VB), (you, PRP), (know, VBP), (kill, VB), (a, DT), (part, NN), (of, IN), (you, PRP), (you, PRP), (know, VBP), (do, VBP), (not, RB), (you, PRP), (like, VBP), (feel, VB), (like, IN), (that, DT), (is, VBZ), (a, DT), (part, NN), (of, IN), (you, PRP), (that, IN), (you, PRP), (are, VBP), (killing, VBG), (would, MD), (not, RB), (you, PRP), (like, VBP), (feel, VB), (guilty, JJ), (about, IN), (that, DT), (like, IN), (you, PRP), (know, VBP), (so, RB), (do, JJ), (not, RB), (do, VB), (you, PRP), (feel, VB), (pretty, RB), (strongly, RB), (about, IN), (this, DT)]	[(right, JJ), (under, IN), (bad, JJ), (circumstance, NN), (unconsensually, RB), (yeah, JJ), (yeah, NN), (yeah, NN), (but, CC), (yeahthat, RB), (be, VB), (true, JJ), (man, NN), (that, WDT), (be, VB), (true, JJ), (man, NN), (because, IN), (that, DT), (be, VB), (stuff, VBN), (like, IN), (that, DT), (happen, VBP), (you, PRP), (know, VBP), (and, CC), (like, IN), (that, DT), (be, VB), (a, DT), (part, NN), (of, IN), (you, PRP), (why, WRB), (would, MD), (you, PRP), (want, VB), (to, TO), (like, VB), (you, PRP), (know, VBP), (kill, VB), (a, DT), (part, NN), (of, IN), (you, PRP), (you, PRP), (know, VBP), (do, VBP), (not, RB), (you, PRP), (like, VBP), (feel, VB), (like, IN), (that, DT), (be, VB), (a, DT), (part, NN), (of, IN), (you, PRP), (that, IN), (you, PRP), (be, VB), (kill, VBN), (would, MD), (not, RB), (you, PRP), (like, VBP), (feel, VB), (guilty, JJ), (about, IN), (that, DT), (like, IN), (you, PRP), (know, VBP), (so, RB), (do, JJ), (not, RB), (do, VB), (you, PRP), (feel, VB), (pretty, RB), (strongly, RB), (about, IN), (this, DT)]	34_2-1-3.txt
1	i feel pretty strongly	[i, feel, pretty, strongly]	[i, feel, pretty, strongly]	[(i, NN), (feel, VBP), (pretty, RB), (strongly, RB)]	[(i, NN), (feel, VBP), (pretty, RB), (strongly, RB)]	34_2-1-3.txt
0	yeah me too man yeahyeah	[yeah, me, too, man, yeahyeah]	[yeah, me, too, man, yeahyeah]	[(yeah, VB), (me, PRP), (too, RB), (man, NN), (yeahyeah, NN)]	[(yeah, VB), (me, PRP), (too, RB), (man, NN), (yeahyeah, NN)]	34_2-1-3.txt
1	and it's like uh for as a personal thing when i what my parents told me that they when i was conceived that it was it was around the time     where they i mean there was there was a man that was saying the world was going to end and they were young and they they were under the influence and that's why they did it and it could've been a possibility that i could have been aborted but you know i mean i definitely feel like there's alot of alot of babies that could be aborted that actually if they were born they could have a benefit to society and it's alot of life that's being wasted	[and, it, is, like, up, for, as, a, personal, thing, when, i, what, my, parents, told, me, that, they, when, i, was, conceived, that, it, was, it, was, around, the, time, where, they, i, mean, there, was, there, was, a, man, that, was, saying, the, world, was, going, to, end, and, they, were, young, and, they, they, were, under, the, influence, and, that, is, why, they, did, it, and, it, could, have, been, a, possibility, that, i, could, have, been, adopted, but, you, know, i, mean, i, definitely, feel, like, there, is, clot, of, clot, of, babies, that, could, be, ...]	[and, it, be, like, up, for, a, a, personal, thing, when, i, what, my, parent, tell, me, that, they, when, i, be, conceive, that, it, be, it, be, around, the, time, where, they, i, mean, there, be, there, be, a, man, that, be, say, the, world, be, go, to, end, and, they, be, young, and, they, they, be, under, the, influence, and, that, be, why, they, do, it, and, it, could, have, be, a, possibility, that, i, could, have, be, adopt, but, you, know, i, mean, i, definitely, feel, like, there, be, clot, of, clot, of, baby, that, could, be, ...]	[(and, CC), (it, PRP), (is, VBZ), (like, IN), (up, RB), (for, IN), (as, IN), (a, DT), (personal, JJ), (thing, NN), (when, WRB), (i, NN), (what, WP), (my, PRP$), (parents, NNS), (told, VBD), (me, PRP), (that, IN), (they, PRP), (when, WRB), (i, NN), (was, VBD), (conceived, VBN), (that, IN), (it, PRP), (was, VBD), (it, PRP), (was, VBD), (around, IN), (the, DT), (time, NN), (where, WRB), (they, PRP), (i, VBP), (mean, VBP), (there, EX), (was, VBD), (there, EX), (was, VBD), (a, DT), (man, NN), (that, WDT), (was, VBD), (saying, VBG), (the, DT), (world, NN), (was, VBD), (going, VBG), (to, TO), (end, VB), (and, CC), (they, PRP), (were, VBD), (young, JJ), (and, CC), (they, PRP), (they, PRP), (were, VBD), (under, IN), (the, DT), (influence, NN), (and, CC), (that, DT), (is, VBZ), (why, WRB), (they, PRP), (did, VBD), (it, PRP), (and, CC), (it, PRP), (could, MD), (have, VB), (been, VBN), (a, DT), (possibility, NN), (that, IN), (i, NN), (could, MD), (have, VB), (been, VBN), (adopted, VBN), (but, CC), (you, PRP), (know, VBP), (i, JJ), (mean, VBP), (i, VBP), (definitely, RB), (feel, VBP), (like, IN), (there, EX), (is, VBZ), (clot, NN), (of, IN), (clot, NN), (of, IN), (babies, NNS), (that, WDT), (could, MD), (be, VB), ...]	[(and, CC), (it, PRP), (be, VB), (like, IN), (up, RP), (for, IN), (a, DT), (a, DT), (personal, JJ), (thing, NN), (when, WRB), (i, NN), (what, WP), (my, PRP$), (parent, NN), (tell, VB), (me, PRP), (that, IN), (they, PRP), (when, WRB), (i, NN), (be, VB), (conceive, JJ), (that, IN), (it, PRP), (be, VB), (it, PRP), (be, VB), (around, IN), (the, DT), (time, NN), (where, WRB), (they, PRP), (i, VBP), (mean, VBP), (there, RB), (be, VB), (there, RB), (be, VB), (a, DT), (man, NN), (that, WDT), (be, VB), (say, VBP), (the, DT), (world, NN), (be, VB), (go, VBN), (to, TO), (end, VB), (and, CC), (they, PRP), (be, VB), (young, JJ), (and, CC), (they, PRP), (they, PRP), (be, VB), (under, IN), (the, DT), (influence, NN), (and, CC), (that, IN), (be, VB), (why, WRB), (they, PRP), (do, VBP), (it, PRP), (and, CC), (it, PRP), (could, MD), (have, VB), (be, VB), (a, DT), (possibility, NN), (that, IN), (i, NN), (could, MD), (have, VB), (be, VB), (adopt, VBN), (but, CC), (you, PRP), (know, VBP), (i, JJ), (mean, VBP), (i, VBP), (definitely, RB), (feel, VBP), (like, IN), (there, EX), (be, VB), (clot, NN), (of, IN), (clot, NN), (of, IN), (baby, NN), (that, WDT), (could, MD), (be, VB), ...]	34_2-1-3.txt
0	yeah that is true man i meani feel like i'm kind of like in your sh like like i feel the same way about you you too like like how i'm in this no i i feel like i'm in the same position as you cause for but except for like it's like  step further up to my where my father is because like my father was almost aborted too by his because his like took alot of drugs to try to abort him  and i was like it's it was kinda it's terrible because she was forced to get married and like so she didn't want my dad so she tried to take all these drugs and all just to abort my dad and i also wondered if my dad wasn't born i wouldn't be born right now too so i feel like i do feel strongly against that dude yeah man	[yeah, that, is, true, man, i, means, feel, like, i, am, kind, of, like, in, your, s, like, like, i, feel, the, same, way, about, you, you, too, like, like, how, i, am, in, this, no, i, i, feel, like, i, am, in, the, same, position, as, you, cause, for, but, except, for, like, it, is, like, step, further, up, to, my, where, my, father, is, because, like, my, father, was, almost, adopted, too, by, his, because, his, like, took, clot, of, drugs, to, try, to, abort, him, and, i, was, like, it, is, it, was, kind, it, is, terrible, ...]	[yeah, that, be, true, man, i, mean, feel, like, i, be, kind, of, like, in, your, s, like, like, i, feel, the, same, way, about, you, you, too, like, like, how, i, be, in, this, no, i, i, feel, like, i, be, in, the, same, position, a, you, cause, for, but, except, for, like, it, be, like, step, far, up, to, my, where, my, father, be, because, like, my, father, be, almost, adopt, too, by, his, because, his, like, take, clot, of, drug, to, try, to, abort, him, and, i, be, like, it, be, it, be, kind, it, be, terrible, ...]	[(yeah, NN), (that, WDT), (is, VBZ), (true, JJ), (man, NN), (i, NN), (means, VBZ), (feel, VBP), (like, IN), (i, NN), (am, VBP), (kind, NN), (of, IN), (like, IN), (in, IN), (your, PRP$), (s, NNS), (like, IN), (like, IN), (i, NN), (feel, VBP), (the, DT), (same, JJ), (way, NN), (about, IN), (you, PRP), (you, PRP), (too, RB), (like, IN), (like, IN), (how, WRB), (i, JJ), (am, VBP), (in, IN), (this, DT), (no, DT), (i, NN), (i, VBP), (feel, VBP), (like, IN), (i, NN), (am, VBP), (in, IN), (the, DT), (same, JJ), (position, NN), (as, IN), (you, PRP), (cause, VBP), (for, IN), (but, CC), (except, IN), (for, IN), (like, IN), (it, PRP), (is, VBZ), (like, JJ), (step, NN), (further, RBR), (up, RB), (to, TO), (my, PRP$), (where, WRB), (my, PRP$), (father, NN), (is, VBZ), (because, IN), (like, IN), (my, PRP$), (father, NN), (was, VBD), (almost, RB), (adopted, VBN), (too, RB), (by, IN), (his, PRP$), (because, IN), (his, PRP$), (like, JJ), (took, VBD), (clot, NN), (of, IN), (drugs, NNS), (to, TO), (try, VB), (to, TO), (abort, VB), (him, PRP), (and, CC), (i, NN), (was, VBD), (like, IN), (it, PRP), (is, VBZ), (it, PRP), (was, VBD), (kind, NN), (it, PRP), (is, VBZ), (terrible, JJ), ...]	[(yeah, NN), (that, WDT), (be, VB), (true, JJ), (man, NN), (i, NN), (mean, VBP), (feel, VBP), (like, IN), (i, NN), (be, VB), (kind, NN), (of, IN), (like, IN), (in, IN), (your, PRP$), (s, NNS), (like, IN), (like, IN), (i, NN), (feel, VBP), (the, DT), (same, JJ), (way, NN), (about, IN), (you, PRP), (you, PRP), (too, RB), (like, IN), (like, IN), (how, WRB), (i, JJ), (be, VB), (in, IN), (this, DT), (no, DT), (i, NN), (i, VBP), (feel, VBP), (like, IN), (i, NN), (be, VB), (in, IN), (the, DT), (same, JJ), (position, NN), (a, DT), (you, PRP), (cause, VBP), (for, IN), (but, CC), (except, IN), (for, IN), (like, IN), (it, PRP), (be, VB), (like, IN), (step, NN), (far, RB), (up, RB), (to, TO), (my, PRP$), (where, WRB), (my, PRP$), (father, NN), (be, VB), (because, IN), (like, IN), (my, PRP$), (father, NN), (be, VB), (almost, RB), (adopt, VB), (too, RB), (by, IN), (his, PRP$), (because, IN), (his, PRP$), (like, JJ), (take, VBP), (clot, NN), (of, IN), (drug, NN), (to, TO), (try, VB), (to, TO), (abort, VB), (him, PRP), (and, CC), (i, RB), (be, VB), (like, IN), (it, PRP), (be, VB), (it, PRP), (be, VB), (kind, NN), (it, PRP), (be, VB), (terrible, JJ), ...]	34_2-1-3.txt
1	yeah i agree i mean it's just like i i believe even even if even if like there's an argument that like the circumstances of a baby that that that someone would want to abort if their lives would probably be would probably be just to have alot of struggle and and things like that but i mean i i even if that is the case even if that is true and it's not true all the time there's alot of cases where that that wouldn't be true but i i believe that that life should have a chance at least a chance to to a chance at life like the way the living any life form could have a chance at life you know	[yeah, i, agree, i, mean, it, is, just, like, i, i, believe, even, even, if, even, if, like, there, is, an, argument, that, like, the, circumstances, of, a, baby, that, that, that, someone, would, want, to, abort, if, their, lives, would, probably, be, would, probably, be, just, to, have, clot, of, struggle, and, and, things, like, that, but, i, mean, i, i, even, if, that, is, the, case, even, if, that, is, true, and, it, is, not, true, all, the, time, there, is, clot, of, cases, where, that, that, would, not, be, true, but, i, i, believe, that, that, life, ...]	[yeah, i, agree, i, mean, it, be, just, like, i, i, believe, even, even, if, even, if, like, there, be, an, argument, that, like, the, circumstance, of, a, baby, that, that, that, someone, would, want, to, abort, if, their, life, would, probably, be, would, probably, be, just, to, have, clot, of, struggle, and, and, thing, like, that, but, i, mean, i, i, even, if, that, be, the, case, even, if, that, be, true, and, it, be, not, true, all, the, time, there, be, clot, of, case, where, that, that, would, not, be, true, but, i, i, believe, that, that, life, ...]	[(yeah, NN), (i, NN), (agree, VBP), (i, NN), (mean, VBP), (it, PRP), (is, VBZ), (just, RB), (like, IN), (i, NN), (i, VBP), (believe, VBP), (even, RB), (even, RB), (if, IN), (even, RB), (if, IN), (like, IN), (there, EX), (is, VBZ), (an, DT), (argument, NN), (that, WDT), (like, IN), (the, DT), (circumstances, NNS), (of, IN), (a, DT), (baby, NN), (that, WDT), (that, IN), (that, DT), (someone, NN), (would, MD), (want, VB), (to, TO), (abort, VB), (if, IN), (their, PRP$), (lives, NNS), (would, MD), (probably, RB), (be, VB), (would, MD), (probably, RB), (be, VB), (just, RB), (to, TO), (have, VB), (clot, NN), (of, IN), (struggle, NN), (and, CC), (and, CC), (things, NNS), (like, IN), (that, DT), (but, CC), (i, JJ), (mean, VBP), (i, VBP), (i, RB), (even, RB), (if, IN), (that, DT), (is, VBZ), (the, DT), (case, NN), (even, RB), (if, IN), (that, DT), (is, VBZ), (true, JJ), (and, CC), (it, PRP), (is, VBZ), (not, RB), (true, JJ), (all, PDT), (the, DT), (time, NN), (there, EX), (is, VBZ), (clot, NN), (of, IN), (cases, NNS), (where, WRB), (that, IN), (that, DT), (would, MD), (not, RB), (be, VB), (true, JJ), (but, CC), (i, JJ), (i, NN), (believe, VBP), (that, IN), (that, DT), (life, NN), ...]	[(yeah, NN), (i, NN), (agree, VBP), (i, NN), (mean, VBP), (it, PRP), (be, VB), (just, RB), (like, IN), (i, NN), (i, VBP), (believe, VBP), (even, RB), (even, RB), (if, IN), (even, RB), (if, IN), (like, IN), (there, EX), (be, VB), (an, DT), (argument, NN), (that, WDT), (like, IN), (the, DT), (circumstance, NN), (of, IN), (a, DT), (baby, NN), (that, WDT), (that, IN), (that, DT), (someone, NN), (would, MD), (want, VB), (to, TO), (abort, VB), (if, IN), (their, PRP$), (life, NN), (would, MD), (probably, RB), (be, VB), (would, MD), (probably, RB), (be, VB), (just, RB), (to, TO), (have, VB), (clot, NN), (of, IN), (struggle, NN), (and, CC), (and, CC), (thing, NN), (like, IN), (that, DT), (but, CC), (i, JJ), (mean, VBP), (i, VBP), (i, RB), (even, RB), (if, IN), (that, DT), (be, VB), (the, DT), (case, NN), (even, RB), (if, IN), (that, DT), (be, VB), (true, JJ), (and, CC), (it, PRP), (be, VB), (not, RB), (true, JJ), (all, PDT), (the, DT), (time, NN), (there, RB), (be, VB), (clot, NN), (of, IN), (case, NN), (where, WRB), (that, IN), (that, DT), (would, MD), (not, RB), (be, VB), (true, JJ), (but, CC), (i, JJ), (i, NN), (believe, VBP), (that, IN), (that, DT), (life, NN), ...]	34_2-1-3.txt
0	yeah i totally agree with that man	[yeah, i, totally, agree, with, that, man]	[yeah, i, totally, agree, with, that, man]	[(yeah, NN), (i, NN), (totally, RB), (agree, JJ), (with, IN), (that, DT), (man, NN)]	[(yeah, NN), (i, NN), (totally, RB), (agree, JJ), (with, IN), (that, DT), (man, NN)]	34_2-1-3.txt
